132,1,1
205,1,1
264,1,1
279,1,1
315,1,2
349,1,1
396,1,4
403,1,6
413,1,2
663,1,1
702,1,2
799,1,3
876,1,1
886,1,6
994,1,2
1032,1,1
1043,1,12
1131,1,1
1160,1,2
1183,1,5
1213,1,2
1222,1,2
1270,1,1
1273,1,1
1276,1,3
1354,1,1
1388,1,3
1550,1,2
1585,1,1
1603,1,2
1659,1,1
1686,1,1
1820,1,2
1821,1,1
1889,1,1
1894,1,1
2038,1,2
94,2,1
95,2,1
119,2,1
177,2,1
399,2,1
410,2,1
478,2,1
495,2,1
999,2,1
1030,2,1
1484,2,1
1612,2,1
1839,2,1
2076,2,2
71,4,1
1410,4,1
2020,4,1
14,5,1
76,5,1
286,5,1
375,5,1
395,5,1
828,5,1
1221,5,1
1601,5,1
1979,5,1
58,6,1
144,6,1
558,6,1
775,6,1
992,6,5
1136,6,1
1761,6,2
2023,6,1
2243,6,1
2248,6,1
405,8,1
236,9,1
333,9,1
1040,9,1
1383,9,1
1384,9,1
1950,9,2
2191,9,6
1245,10,1
1345,10,6
1862,11,19
2204,11,17
2282,11,1
10,15,6
543,15,1
596,15,1
779,15,1
883,15,2
936,15,1
948,15,1
1123,15,4
1141,15,4
1158,15,1
1232,15,3
1464,15,3
1488,15,4
1537,15,4
1654,15,3
1793,15,1
1949,15,1
2035,15,2
2234,15,1
2253,15,4
1777,16,1
22,17,2
198,17,2
235,17,1
283,17,1
351,17,1
427,17,3
599,17,1
610,17,1
809,17,1
880,17,1
889,17,3
946,17,1
1188,17,1
1228,17,1
1391,17,1
1626,17,1
2186,17,1
2268,17,1
799,18,2
1181,18,3
1493,18,3
1720,21,1
157,22,1
597,22,1
168,23,1
40,25,1
77,25,1
93,25,2
115,25,5
120,25,5
143,25,2
163,25,1
370,25,2
392,25,1
430,25,2
538,25,2
592,25,1
889,25,3
936,25,2
1021,25,1
1071,25,1
1389,25,1
1444,25,3
2217,25,1
235,26,1
711,26,1
755,26,1
1848,26,1
4,27,1
19,27,2
51,27,1
67,27,1
97,27,1
158,27,1
164,27,1
169,27,4
196,27,3
200,27,1
251,27,1
259,27,2
299,27,2
311,27,2
317,27,3
323,27,1
327,27,2
331,27,1
336,27,1
367,27,1
397,27,2
469,27,2
483,27,2
498,27,1
508,27,1
523,27,1
525,27,2
548,27,1
553,27,2
565,27,1
578,27,3
621,27,1
638,27,1
683,27,2
747,27,5
765,27,1
766,27,1
792,27,3
807,27,1
874,27,2
875,27,1
900,27,2
996,27,1
1005,27,2
1038,27,2
1058,27,1
1155,27,7
1159,27,5
1168,27,2
1170,27,2
1176,27,1
1195,27,2
1206,27,1
1229,27,3
1245,27,2
1357,27,1
1380,27,3
1510,27,1
1528,27,1
1609,27,2
1640,27,3
1642,27,1
1656,27,2
1798,27,1
1874,27,1
2036,27,1
2170,27,1
2215,27,1
784,28,2
795,28,3
7,29,2
26,29,3
32,29,3
34,29,8
70,29,1
94,29,2
100,29,2
136,29,2
149,29,2
161,29,1
173,29,1
184,29,3
225,29,4
263,29,5
299,29,2
319,29,2
359,29,1
369,29,1
374,29,10
392,29,1
393,29,1
395,29,7
480,29,1
491,29,1
557,29,1
566,29,1
569,29,2
607,29,3
623,29,1
653,29,2
672,29,9
689,29,5
736,29,5
773,29,4
790,29,3
830,29,1
880,29,2
893,29,1
955,29,3
969,29,2
975,29,2
1002,29,1
1051,29,1
1067,29,9
1104,29,5
1146,29,4
1153,29,8
1181,29,3
1247,29,2
1269,29,2
1281,29,3
1326,29,2
1350,29,3
1353,29,4
1356,29,2
1366,29,1
1373,29,1
1451,29,1
1460,29,2
1476,29,2
1486,29,2
1516,29,2
1556,29,2
1644,29,5
1695,29,1
1698,29,1
1699,29,4
1708,29,2
1711,29,1
1713,29,2
1769,29,2
1835,29,1
1850,29,2
1853,29,1
2246,29,1
2261,29,1
2027,30,1
27,31,1
174,32,10
280,32,9
412,32,3
724,32,5
736,32,2
778,32,33
847,32,1
1520,32,1
1649,32,1
1782,32,1
2165,32,1
114,33,3
341,33,1
644,33,1
834,33,3
1043,33,1
1153,33,1
1235,33,2
1464,33,4
618,34,1
1263,34,1
1562,34,1
413,35,1
999,35,1
1791,35,1
2247,35,1
270,36,1
317,36,2
396,36,1
412,36,2
638,36,1
736,36,2
1063,36,1
1220,36,1
1367,36,1
1578,36,1
2014,36,1
2042,36,1
97,37,1
162,37,1
225,37,1
349,37,1
377,37,3
435,37,1
770,37,2
819,37,5
834,37,1
910,37,1
1343,37,2
1456,37,3
1856,37,5
393,38,1
2100,38,1
937,39,1
39,40,1
71,40,1
431,40,1
1852,40,1
707,42,1
2048,42,2
21,45,1
721,45,1
1181,45,1
2219,45,1
1499,47,1
753,49,1
1043,50,1
279,51,1
992,51,1
483,52,1
291,53,4
671,53,3
1192,53,5
1229,53,3
1367,53,3
439,54,1
21,56,2
1133,58,2
198,59,1
688,61,1
767,61,1
795,61,6
1309,61,10
1353,61,1
1799,61,1
2216,61,20
113,63,2
807,63,1
989,63,1
1340,65,1
68,68,1
141,68,5
176,68,1
246,68,5
417,68,3
427,68,3
441,68,4
443,68,1
452,68,2
489,68,2
515,68,2
547,68,1
566,68,2
583,68,1
594,68,3
624,68,1
699,68,7
720,68,1
787,68,7
807,68,1
841,68,4
850,68,1
888,68,12
895,68,1
948,68,1
1020,68,3
1050,68,2
1053,68,4
1132,68,2
1141,68,6
1160,68,2
1171,68,6
1174,68,1
1221,68,7
1236,68,3
1300,68,4
1317,68,1
1344,68,3
1394,68,1
1419,68,2
1425,68,2
1439,68,1
1778,68,1
1842,68,1
1889,68,1
1942,68,1
2096,68,2
2188,68,1
2241,68,1
2315,68,1
565,69,1
2167,69,1
92,70,9
116,70,1
154,70,1
192,70,1
256,70,1
370,70,1
432,70,1
453,70,3
486,70,1
537,70,4
549,70,1
559,70,1
615,70,2
737,70,7
764,70,1
923,70,2
1201,70,1
1434,70,2
1455,70,2
1457,70,1
1711,70,1
2068,70,3
2255,70,1
64,71,1
130,71,1
259,71,7
343,71,2
366,71,1
437,71,1
496,71,1
549,71,1
663,71,2
764,71,1
914,71,3
926,71,1
1149,71,4
1194,71,1
1272,71,1
1336,71,1
1664,71,1
5,72,1
114,72,5
131,72,1
355,72,1
705,72,1
763,72,2
807,72,3
828,72,11
928,72,1
969,72,20
1164,72,1
1169,72,1
1187,72,3
1189,72,4
1280,72,1
1300,72,1
1322,72,5
1372,72,1
1401,72,1
1410,72,2
1442,72,2
1523,72,1
1646,72,3
2088,72,3
2137,72,1
2317,72,1
280,73,1
599,73,1
1896,73,1
567,74,1
1211,74,1
194,75,1
610,75,1
1227,75,1
32,76,1
34,76,2
97,76,1
121,76,3
165,76,1
177,76,1
194,76,3
246,76,2
247,76,2
248,76,2
345,76,1
362,76,5
370,76,3
387,76,1
395,76,3
432,76,10
479,76,1
483,76,2
492,76,2
552,76,2
573,76,3
607,76,5
623,76,3
625,76,1
627,76,1
713,76,2
729,76,1
772,76,1
867,76,1
880,76,3
912,76,3
930,76,1
978,76,2
986,76,1
989,76,4
998,76,4
1017,76,9
1020,76,2
1026,76,2
1054,76,1
1087,76,3
1131,76,2
1132,76,4
1140,76,23
1150,76,2
1160,76,4
1166,76,4
1199,76,5
1200,76,2
1215,76,2
1225,76,1
1269,76,3
1288,76,2
1292,76,4
1322,76,3
1324,76,1
1346,76,3
1350,76,2
1352,76,1
1370,76,1
1372,76,1
1385,76,1
1416,76,1
1420,76,3
1440,76,1
1514,76,2
1541,76,1
1577,76,4
1700,76,1
1754,76,1
1908,76,1
1934,76,1
1977,76,3
2164,76,1
2185,76,5
2193,76,1
2290,76,3
166,77,1
1130,77,1
1153,77,74
1435,77,1
349,79,1
1137,79,2
1530,79,1
2176,79,1
236,80,1
1414,81,13
73,82,2
328,82,1
335,82,1
377,82,2
637,82,1
736,82,1
807,82,2
1096,82,1
1138,82,1
1319,82,1
2270,82,1
367,84,1
641,84,5
1401,84,2
131,85,2
273,85,2
282,85,1
333,85,4
404,85,1
436,85,3
483,85,2
566,85,4
706,85,2
792,85,7
819,85,4
904,85,3
916,85,1
944,85,1
1032,85,1
1138,85,3
1140,85,6
1171,85,5
1208,85,2
1225,85,1
1227,85,2
1277,85,3
1463,85,1
1705,85,1
1827,85,1
2134,85,1
2185,85,1
2231,85,1
2291,85,1
513,87,3
286,88,14
635,88,1
663,88,1
787,88,1
808,88,2
851,88,6
1008,88,16
1172,88,1
1182,88,3
1187,88,2
1312,88,2
1373,88,1
1427,88,2
1531,88,1
1862,88,5
1925,88,1
1939,88,1
2245,88,1
902,90,1
996,90,1
910,91,3
53,92,2
303,92,1
377,92,1
486,92,1
507,92,1
515,92,1
531,92,1
747,92,1
828,92,3
975,92,2
1096,92,1
1132,92,3
1141,92,2
1171,92,2
1172,92,1
1237,92,3
2250,92,1
332,93,1
92,94,1
191,94,1
693,94,1
851,94,1
1187,94,1
1221,94,1
1313,94,10
1351,94,3
1458,94,1
1542,94,1
1635,94,1
1173,95,1
1182,95,3
1222,95,1
26,96,3
863,96,1
34,97,4
128,97,1
184,97,1
194,97,3
267,97,1
292,97,2
363,97,1
529,97,1
604,97,1
672,97,3
